Valoracion,Comentario
0,es muy suaveno dana los ojospero pese a usarlo diariamente yo me quedo con mis ojerones 
1,suavidades muy temprano para decir si funcciona en totalidad pero me gusta como me deja el contornoluminoso y suave
0,decepcionada con la marca diadermin la crema viene sin precintar me sorprende mucho este dato dado que la crema es de una marca conocida no entiendo porque viene sin precinto eso me crea desconfianza a la hora de usar la crema
0,es normal la textura cremosa y color crema del serum no se si es asi o es que el bote que me ha llegado esta en malas condiciones lo he usado una vez y solo puedo decir que la textura esreguleras y que huele a lavanda
1,me ha encantadode lo mejor que hay y economiconi un solo ingrediente nocivoen juca obtiene las mejores puntaciones y ademas es efectivo
1,deja una textura increible note en seguida la cara mucho mas nutrida e hidratada cambie de formula otra crema de diadermine y mi esteticista me dijo que me notaba la cara mucho menos hidratada es esta crema concretamente que a mi me deja la piel impresionante aroma y textura muy buenos
1,lo uso a diario desde hace tiempo y pienso que cumple completamente con su funcion y siempre supera mis expectativas es una linea muy completa
1,las bolsas desaparecen como arte de magia
1,me gustan los componentes el precio etc lo unico es que tampoco me parece que quite la cara de cansancio o quiza soy yo
1,hidratante pero de lifting no se nota nada yo ya llevo varios meses usandola y nada hidratar si muy bien
1,textura muy agradable y aroma suave resultados visibles
0,me da mala impresion recibir un articulo de cosmetica sin precintar me resulta antihigienico y este en concreto llego asi aparte de la caja aplastada me imagino que del propio transporte
1,se extiende de maravilla y los resultados se ven en pocas semanas
1,me encanta la suavidad y la testura que en pocos dias he notado en mi piel lo recomiendo 
0,creo que es bueno aunque todavia no llevo tiempo suficiente para hablar tengo la piel muy sensible y me pica un poco
1,buena crema que hidrata y nutre la piel durante todo el dia
1,de momento todo bien
0,lo compre por error pensaba estar comprando una marca a la que imita segun veo tiene un aspecto textura y componentes de mas artificial y tieso a ver para que lo usopara los pies o rodillas no comprare mas eso diadermine helkel clienta biologa love nature
1,el paquete estaba abierto la crema no tenia precinto
0,nada que destacar standar
1,llevo utilizandolo una semana y se nota mucho me han disminuido las arrugas y se nota
0,es bastante hidratante  cuando me levanto por la manana aun tengo la cara cremosa y eso que soy de piel seca  huele bien  al tacto es un poco pastosa
0,lo compre por precio y las opiniones cada mujer y piel es un mundo pero en mi caso me dio una alergia fuerte en la cara y me salieron muchisimos granitos rojos y picor y es raro porque no soy de alergias el olor pues no huele a nada la absorcion bien te deja bien la cara pero eso que me dio alergia y lo tire 
0,hifrata cumpe funcion la crema no es muy densa es facil de esparcir yo la usaba de dia y de noche no me disguat pero tampoco es el contorno de mi vida voy a probar otras
1,es una crema normalita esta bien para el precio  yo no necesito nada mas
1,es el segundo producto que pruevo de esta casay estoy contentallevo solo 2 semanas pero si que podido notar que la zona de las ojeras el color me disminuidoes mas tenue las arrugas es mas dificilya que tengo 62 anosy me dado cuenta que para mi edad iria mejor otraquiza mas fuerte por mi edadpero yo lo recomiendopor lo que dicho antes
1,para el precio que tiene es correcto cumple con la hidratacion dado el diseno muy comodo para aplicar
1,hidrata bien la zona
1,calidad precio bien cumple su funcion la voy alternando con otras cremas o serums para cuello y escote genial se absorbe muy bien
0,se supone que tiene ingredientes naturales pero a pesar de todo no me hidrata lo suficiente y el contorno de ojos se me ha vuelto mas apagado y reseco a mi personalmente no me va bien he probado otros productos mejores lo barato sale caro lo usare como crema de manos
1,huele increible y deja la cara super suave
1,me gusta todo no tengo queja alguna de la crema
1,me ha sorprendido se absorbe rapido no irrita los ojos y suelo ser sensible a cualquier producto se nota el efecto
1,me va bien y tiene mucha suavidad
1,hidrata bien no tiene nada que envidiar a otras cremas mucho mas caras recomendable
0,me estoy planteando en seguir comprando aqui la crema viene sin precinto de seguridad y volcada o le falta crema no se y lo peor es que no tengo tiempo para hacer todo el tramite de devolverla
1,me encanta esta crema te deja la piel muy suave
1,deja la piel muy muy bien
0,no me ha gustado me gusta mucho mas el contorno de ojos de la roche la posay
1,me ha gustado mucho calidadprecio es fantastico tiene un olor suave y agradable no es demasiado huntuosa y no hace efecto mascara a la cara sin duda volvere a comprar
1,me encanta porque da una sensacion de frescura e hidratacion he notado incluso que las ojeras me han disminuido un poco y la piel de la zona se siente mas suave
1,98 natural es genial en todos los aspectos
1,textura suave no tiene olor la piel se nota mas tersa desde el primer instante se absorbe facil y no queda pegajoso
0,no me gusto nada  prefier9 invertir n otra marcas  creo q me iba a ir bien pero no creo q es muy deficiente
1,me ha sorprendido mucho este serum yo tengo la piel muy seca y no suelen hacerme efecto este ademas de notar la piel hidratada disimula las arrugas
1,me encanto por los resultados no es nada grasosa y alisa la zona de los ojos un monton
1,es muy barato
1,es una crema mas para contorno no hace milagros pero si eres constante puedes lograr algun resultado
1,encantada me deja la cara super hidratada y el aroma es muy agradable
0,no cumple su funcion poco producto y caro
0,es tipo gel muy pringoso prefiero el formato crema pero creo que ya no lo fabrican ademas me salen espinillas no lo volveria a comprar y no lo recomiendo
1,paquete recibido
1,deja un frescor agradable y tiene efecto tensor
1,me gusta bastante el tacto y sedosidad que dejan en el rostro
1,llevo usandolo una semana y noto mas desinflamadas y menos oscuras las bolsas y ojeras
1,parece bueno aunque muy pequeno
1,es muy fresquita y se absorbe rapido
1,se absorbe rapido y sin sensacion grasa perfecta
0,si tienes la piel sensibleen mi caso rosacea ni se te ocurra comprarla me han salido brotes en partes que no tenia es una crema para pieles normales y nada sensibles
1,todo lo q sea sano para la piel un 10
1,se absorbe muy rapidamente
0,no sirve para nada no hace nada lo uso casi un mes y no hay ningun resultado no lo recomiendo para nada dinero tirado a la basura
0,viene sin cierre de seguridad el diaderminelift botology contorno de ojos15 mlse quitan las ganas de coger este tipo de cosasmuy mal
1,buen producto
0,todavia no la he probado pero me ha venido la caja abierta y medio rota no parece que la haya probado otra persona pero quien sabe
0,el producto me vino abierto sin embalar y a abrirlo me lo he encontrado ademas usado muy decepcionada la verdad he pedido un rembolso
0,no es muy bueno
0,no es de higiene que venga sin precintar
0,la caja aplastada rota la solapa superior y producto a medias no recomendado
0,todavia es pronto para saber espero que cumpla las expectativas ya dejare mas resenas cuando lo haya probado mas
0,llego ayer lo probe anoche y me he levantado con los hijos hinchados con una reaccion alergica
0,no lo he podido probar venia empachurrado
0,dos dias me he echado el contorno y me escuecen los ojos todo el dia no la recomiendo muy mal
0,me lo han enviado sin precinto alguno
0,la crema venia sin precintar sin la tapa del precinto por dentro tampoco y faltaba crema estaba usada una verguenza
0,esta oferta es un timo te dice que son dos cremas dia y noche y solamente viene la de noche
0,abierto sin los precintos ni plastico exterior
1,es una crema de dia que ayuda a reducir las arrugas nos la aplicamos por las mananas con la cara limpia la textura es buena y tiene buen olor
1,ya tenia las cremas para dia y noche de la misma gama asi que me decidi por este contorno de ojos y no me arrepiento con una pequena cantidad cubre toda la zona y la absorbe con rapidez es prematuro aun decir si es efectiva o no pero de momento estoy satisfecha creo que la volvere a comprar
1,no se ha podido cargar el contenido multimedia llevo casi dos semanas usando esta crema diadermine tercera de contorno de ojos antiedad y ya noto los resultados de forma muy significativa tengo 40 anos madrugo mucho y me acuesto muy tarde mi principal problema son las ojeras y que la piel alrededor de los ojos ha perdido firmeza por lo que empiezo a tener bolsas los primeros dias de usar esta crema aparte de la hidratacion no notaba apenas mejoria pero mas o menos a la semana empezaron a disminuir notablemente incluso las bolsas que notado que tambien van disminuyendo se que no se van a ir del todo porque mi piel va envejeciendo pero el cambio es muy considerable y creo que merece mucho la pena a mi la marca diadermine siempre me ha dado buenos resultados a veces mejores y otras veces no tan significativos pero siempre he acabado contenta me alegra ver que siguen con una buena linea de productos el bote aunque es pequeno dura mucho gastas muy poca cantidad de crema para el contorno de los ojos por lo que sale muy bien de precio esta crema es ideal para personas de unos 30 a 50 anos aunque pueden usarlas de otras edades sin problemas pero para ellos hay productos mas especificos resumiendo una gran crema para el contorno de ojos de diadermine he visto reducidas tanto mis ojeras como las bolsas por lo que a mi funcionando muy bien y por tanto recomiendo este crema
1,me gusta la marca diadermine creo que tiene productos de calidad y a un precio asequible cuando era pequena era una de las marcas de crema que usaba mi madre y que estaba acostumbrada a ver en el bano ahora que tengo la edad que podia tener mi madre por aquel entonces soy yo quien las tiene en el bano y probablemente mi hija se identifique con esta marca en el futuro y se acuerde de que yo la usaba ya habia probado anteriormente cremas de dia y de noche de diadermine y el resultado siempre ha sido bueno creo que tienen una gran relacion calidadprecio en este caso se trata de una crema de dia lo mejor es que te la apliques por la manana despues de ducharte o lavarte la cara lavate bien con agua y jabon seca bien la cara antes de aplicar la crema y simplemente aplicala con los dedos es una crema muy suave pero que hace muy bien su trabajo poniendotela cada manana en dos o tres dias empezaras a notar que la piel de tu cara esta mas hidratada y mas esponjosa ademas no es nada grasa por lo que es muy facil de aplicar no deja restos y en un pispas estaras lista si quieres notar aun mejores efectos diadermine tiene un serum de esta misma linea en el caso de usar el serum debes aplicarlo antes y despues de unos tres o cuatro minutos cuando la piel haya absorbido bien el serum aplicar la crema lo que mas me gusta 1 diadermine es una marca de confianza con buenos resultados y una excelente relacion calidadprecio esta crema cuesta menos de 10 euros y realmente sirve para cuidar nuestra piel algo que deberiamos hacer a cualquier edad pero que ya es casi impresicindible cuando superas la barrera de los 30 2 no es grasienta se extiende facilmente se absorbe bien por la piel y no deja residuos para mi esto es fundamental ademas me agrada mucho el aroma que tiene en definitiva muy recomendable como casi todos los productos de esta marca empieza a cuidarte y a mimar tu piel con cremas como esta
